0Time[ms],#Mission,TargetDepth[m],PistonPosition[m],PIDoutput,Pressure[V],MeasuredDepth[m],Psi,Pascal,Battery[V],Temperature,MotionData
0123204,2,0.700000,0.002858,0.000000,0.556792,0.998222,16.119804,111142.179687,15.815444,110.296875,0.000000
0123704,2,0.700000,0.002858,0.000000,0.556792,0.998222,16.119804,111142.179687,15.815444,110.296875,0.000000
0124203,2,0.700000,0.001892,0.000000,0.560638,1.065812,16.215940,111805.015625,15.824234,110.304687,0.000000
0124703,2,0.700000,0.001892,0.000000,0.560638,1.065812,16.215940,111805.015625,15.824234,110.304687,0.000000
0125202,2,0.700000,0.000857,0.000000,0.562560,1.099607,16.264007,112136.437500,15.806655,110.296875,0.000000
0125702,2,0.700000,0.000857,0.000000,0.562560,1.099607,16.264007,112136.437500,15.806655,110.296875,0.000000
0126201,2,0.700000,0.000005,0.000000,0.565032,1.143058,16.325809,112562.546875,16.101106,110.289062,0.000000
0126701,2,0.700000,0.000005,0.000000,0.565032,1.143058,16.325809,112562.546875,16.101106,110.289062,0.000000
0127200,2,0.700000,0.000005,0.000000,0.566680,1.172026,16.367012,112846.617187,16.162633,110.289062,0.000000
0127699,2,0.700000,0.000005,0.000000,0.566680,1.172026,16.367012,112846.617187,16.162633,110.289062,0.000000
0128198,2,0.700000,0.000005,0.000000,0.568603,1.205821,16.415079,113178.031250,16.178747,110.304687,0.000000
0128698,2,0.700000,0.000005,0.000000,0.568603,1.205821,16.415079,113178.031250,16.178747,110.304687,0.000000
0129197,2,0.700000,0.000005,0.000000,0.569702,1.225133,16.442546,113367.414062,16.178747,110.296875,0.000000
0129697,2,0.700000,0.000005,0.000000,0.569702,1.225133,16.442546,113367.414062,16.178747,110.296875,0.000000
0130196,2,0.700000,0.000005,0.000000,0.572174,1.268584,16.504348,113793.523437,16.186073,110.289062,0.000000
0130696,2,0.700000,0.000005,0.000000,0.572174,1.268584,16.504348,113793.523437,16.186073,110.289062,0.000000
0131195,2,0.700000,0.000005,0.000000,0.572723,1.278239,16.518083,113888.218750,16.191932,110.289062,0.000000
0131695,2,0.700000,0.000005,0.000000,0.573273,1.287895,16.531816,113982.906250,16.230020,110.289062,0.000000
0132194,2,0.700000,0.000005,0.000000,0.573273,1.287895,16.531816,113982.906250,16.206581,110.289062,0.000000
0132694,2,0.700000,0.000005,0.000000,0.573273,1.287895,16.531816,113982.906250,16.206581,110.289062,0.000000
0133193,2,0.700000,0.000005,0.000000,0.572998,1.283067,16.524950,113935.562500,16.206581,110.281250,0.000000
0133693,2,0.700000,0.000005,0.000000,0.572998,1.283067,16.524950,113935.562500,16.206581,110.281250,0.000000
0134192,2,0.700000,0.000005,0.000000,0.572449,1.273412,16.511215,113840.867187,16.206581,110.281250,0.000000
0134691,2,0.700000,0.000005,0.000000,0.572449,1.273412,16.511215,113840.867187,16.206581,110.281250,0.000000
0135190,2,0.700000,0.000005,0.000000,0.572449,1.273412,16.511215,113840.867187,16.205116,110.273437,0.000000
0135690,2,0.700000,0.000005,0.000000,0.572449,1.273412,16.511215,113840.867187,16.205116,110.273437,0.000000
0136189,2,0.700000,0.000005,0.000000,0.572174,1.268584,16.504348,113793.523437,16.208045,110.273437,0.000000
0136689,2,0.700000,0.000005,0.000000,0.572174,1.268584,16.504348,113793.523437,16.208045,110.273437,0.000000
0137188,2,0.700000,0.000005,0.000000,0.571899,1.263756,16.497482,113746.179687,16.206581,110.273437,0.000000
0137688,2,0.700000,0.000005,0.000000,0.571899,1.263756,16.497482,113746.179687,16.206581,110.273437,0.000000
0138187,2,0.700000,0.000005,0.000000,0.569977,1.229960,16.449413,113414.765625,16.206581,110.273437,0.000000
0138687,2,0.700000,0.000005,0.000000,0.569977,1.229960,16.449413,113414.765625,16.206581,110.273437,0.000000
0139186,2,0.700000,0.000005,0.000000,0.568878,1.210649,16.421947,113225.382812,16.208045,110.265625,0.000000
0139685,2,0.700000,0.000005,0.000000,0.568878,1.210649,16.421947,113225.382812,16.208045,110.265625,0.000000
0140184,2,0.700000,0.000005,0.000000,0.567504,1.186509,16.387611,112988.656250,16.209510,110.265625,0.000000
0140684,2,0.700000,0.000005,0.000000,0.567504,1.186509,16.387611,112988.656250,16.209510,110.265625,0.000000
0141184,2,0.700000,0.000005,0.000000,0.566131,1.162370,16.353277,112751.921875,16.210975,110.257812,0.000000
0141683,2,0.700000,0.000005,0.000000,0.565307,1.147886,16.332677,112609.890625,16.235879,110.257812,0.000000
0142183,2,0.700000,0.000005,0.000000,0.564483,1.133403,16.312076,112467.851562,16.209510,110.257812,0.000000
0142683,2,0.700000,0.000005,0.000000,0.564483,1.133403,16.312076,112467.851562,16.209510,110.257812,0.000000
0143183,2,0.700000,0.000005,0.000000,0.562560,1.099607,16.264007,112136.437500,16.206581,110.257812,0.000000
0143683,2,0.700000,0.000005,0.000000,0.562560,1.099607,16.264007,112136.437500,16.206581,110.257812,0.000000
0144182,2,0.700000,0.000005,0.000000,0.559814,1.051328,16.195339,111662.976562,16.199256,110.265625,0.000000
0144682,2,0.700000,0.000005,0.000000,0.559814,1.051328,16.195339,111662.976562,16.199256,110.265625,0.000000
0145182,2,0.700000,0.000005,0.000000,0.556243,0.988566,16.106069,111047.492187,16.209510,110.265625,0.000000
0145682,2,0.700000,0.000005,0.000000,0.556243,0.988566,16.106069,111047.492187,16.209510,110.265625,0.000000
0146182,2,0.700000,0.000005,0.000000,0.556243,0.988566,16.106069,111047.492187,16.206581,110.257812,0.000000
0146681,2,0.700000,0.000005,0.000000,0.556243,0.988566,16.106069,111047.492187,16.206581,110.257812,0.000000
0147181,2,0.700000,0.000005,0.000000,0.554869,0.964426,16.071735,110810.765625,16.208045,110.265625,0.000000
0147681,2,0.700000,0.000005,0.000000,0.554869,0.964426,16.071735,110810.765625,16.208045,110.265625,0.000000
0148181,2,0.700000,0.000005,0.000000,0.551848,0.911320,15.996201,110289.960937,16.205116,110.257812,0.000000
0148680,2,0.700000,0.000005,0.000000,0.551848,0.911320,15.996201,110289.960937,16.205116,110.257812,0.000000
0149180,2,0.700000,0.000005,0.000000,0.547179,0.829245,15.879464,109485.085937,16.216836,110.257812,0.000000
0149680,2,0.700000,0.000005,0.000000,0.547179,0.829245,15.879464,109485.085937,16.216836,110.257812,0.000000
0150180,2,0.700000,0.000005,0.000000,0.544432,0.780966,15.810795,109011.632812,16.210975,110.265625,0.000000
0150680,2,0.700000,0.000005,0.000000,0.544432,0.780966,15.810795,109011.632812,16.210975,110.265625,0.000000
0151179,2,0.700000,0.000005,0.000000,0.541410,0.727860,15.735260,108490.835937,16.199256,110.273437,0.000000
0151679,2,0.700000,0.000005,0.003946,0.537840,0.665097,15.645990,107875.343750,16.231485,110.273437,0.000000
0152179,2,0.700000,0.000005,0.000936,0.537290,0.655441,15.632256,107780.656250,16.206581,110.265625,0.000000
0152679,2,0.700000,0.000005,0.000936,0.537290,0.655441,15.632256,107780.656250,16.206581,110.265625,0.000000
0153178,2,0.700000,0.000733,0.001240,0.536466,0.640958,15.611656,107638.617187,16.181676,110.257812,0.000000
0153677,2,0.700000,0.000733,0.001240,0.536466,0.640958,15.611656,107638.617187,16.181676,110.257812,0.000000
0154177,2,0.700000,0.000936,0.002457,0.533170,0.583023,15.529253,107070.468750,16.178747,110.265625,0.000000
0154677,2,0.700000,0.000936,0.002457,0.533170,0.583023,15.529253,107070.468750,16.178747,110.265625,0.000000
0155177,2,0.700000,0.001240,0.003775,0.529599,0.520260,15.439984,106454.984375,16.165563,110.250000,0.000000
0155676,2,0.700000,0.001240,0.003775,0.529599,0.520260,15.439984,106454.984375,16.165563,110.250000,0.000000
0156176,2,0.700000,0.002166,0.004383,0.527951,0.491293,15.398783,106170.906250,15.872577,110.257812,0.000000
0156676,2,0.700000,0.002166,0.004383,0.527951,0.491293,15.398783,106170.906250,15.872577,110.257812,0.000000
0157176,2,0.700000,0.003166,0.005904,0.523831,0.418874,15.295780,105460.726562,15.850604,110.250000,0.000000
0157676,2,0.700000,0.003166,0.005904,0.523831,0.418874,15.295780,105460.726562,15.850604,110.250000,0.000000
0158175,2,0.700000,0.004200,0.007019,0.520810,0.365768,15.220244,104939.929687,15.837419,110.242187,0.000000
0158675,2,0.700000,0.004200,0.007019,0.520810,0.365768,15.220244,104939.929687,15.837419,110.242187,0.000000
0159175,2,0.700000,0.005167,0.007323,0.519986,0.351284,15.199644,104797.890625,15.833025,110.242187,0.000000
0159675,2,0.700000,0.005167,0.007323,0.519986,0.351284,15.199644,104797.890625,15.833025,110.242187,0.000000
0160175,2,0.700000,0.006167,0.008337,0.517239,0.303005,15.130974,104324.437500,15.828629,110.250000,0.000000
0160674,2,0.700000,0.006167,0.008337,0.517239,0.303005,15.130974,104324.437500,15.828629,110.250000,0.000000
0161174,2,0.700000,0.007167,0.009047,0.515316,0.269210,15.082906,103993.015625,15.821305,110.250000,0.000000
0161674,2,0.700000,0.007997,0.011487,0.513394,0.235415,15.034838,103661.601562,15.833025,110.250000,0.000000
0162174,2,0.700000,0.008168,0.009756,0.513394,0.235415,15.034838,103661.601562,15.813980,110.242187,0.000000
0162674,2,0.700000,0.008168,0.009756,0.513394,0.235415,15.034838,103661.601562,15.813980,110.242187,0.000000
0163173,2,0.700000,0.009202,0.009655,0.513668,0.240242,15.041706,103708.945312,15.805191,110.250000,0.000000
0163673,2,0.700000,0.009202,0.009655,0.513668,0.240242,15.041706,103708.945312,15.805191,110.250000,0.000000
0164173,2,0.700000,0.009756,0.009858,0.513119,0.230587,15.027972,103614.250000,16.104036,110.234375,0.000000
0164673,2,0.700000,0.009756,0.009858,0.513119,0.230587,15.027972,103614.250000,16.104036,110.234375,0.000000
0165172,2,0.700000,0.009655,0.009249,0.514767,0.259554,15.069172,103898.328125,16.124546,110.242187,0.000000
0165672,2,0.700000,0.009655,0.009249,0.514767,0.259554,15.069172,103898.328125,16.124546,110.242187,0.000000
0166172,2,0.700000,0.009858,0.008337,0.517239,0.303005,15.130974,104324.437500,16.133335,110.250000,0.000000
0166672,2,0.700000,0.009858,0.008337,0.517239,0.303005,15.130974,104324.437500,16.133335,110.250000,0.000000
0167172,2,0.700000,0.009249,0.007931,0.518338,0.322317,15.158442,104513.820312,16.112825,110.250000,0.000000
0167671,2,0.700000,0.009249,0.007931,0.518338,0.322317,15.158442,104513.820312,16.112825,110.250000,0.000000
0168171,2,0.700000,0.008345,0.006917,0.521084,0.370596,15.227111,104987.273437,15.885762,110.250000,0.000000
0168671,2,0.700000,0.008345,0.006917,0.521084,0.370596,15.227111,104987.273437,15.885762,110.250000,0.000000
0169171,2,0.700000,0.007931,0.005498,0.524930,0.438186,15.323247,105650.109375,16.114290,110.242187,0.000000
0169671,2,0.700000,0.007931,0.005498,0.524930,0.438186,15.323247,105650.109375,16.114290,110.242187,0.000000
0170170,2,0.700000,0.006971,0.004383,0.527951,0.491293,15.398783,106170.906250,15.794936,110.242187,0.000000
0170670,2,0.700000,0.006971,0.004383,0.527951,0.491293,15.398783,106170.906250,15.794936,110.242187,0.000000
0171170,2,0.700000,0.006009,0.003470,0.530423,0.534744,15.460584,106597.015625,15.790541,110.242187,0.000000
0171670,2,0.700000,0.005180,0.000000,0.533445,0.587851,15.536120,107117.820312,15.808120,110.242187,0.000000
0172169,2,0.700000,0.004976,0.001950,0.534544,0.607162,15.563588,107307.195312,15.771497,110.242187,0.000000
0172669,2,0.700000,0.004976,0.001950,0.534544,0.607162,15.563588,107307.195312,15.771497,110.242187,0.000000
0173169,2,0.700000,0.004009,0.001240,0.536466,0.640958,15.611656,107638.617187,15.784681,110.234375,0.000000
0173669,2,0.700000,0.004009,0.001240,0.536466,0.640958,15.611656,107638.617187,15.784681,110.234375,0.000000
0174169,2,0.700000,0.003009,0.000000,0.540312,0.708548,15.707792,108301.453125,15.767102,110.234375,0.000000
0174668,2,0.700000,0.003009,0.000000,0.540312,0.708548,15.707792,108301.453125,15.767102,110.234375,0.000000
0175168,2,0.700000,0.002009,0.000000,0.543333,0.761655,15.783328,108822.250000,15.770032,110.226562,0.000000
0175668,2,0.700000,0.002009,0.000000,0.543333,0.761655,15.783328,108822.250000,15.770032,110.226562,0.000000
0176168,2,0.700000,0.001009,0.000000,0.546080,0.809934,15.851997,109295.710937,15.778821,110.226562,0.000000
0176667,2,0.700000,0.001009,0.000000,0.546080,0.809934,15.851997,109295.710937,15.778821,110.226562,0.000000
0177166,2,0.700000,0.000007,0.000000,0.548552,0.853385,15.913798,109721.820312,15.863788,110.226562,0.000000
0177666,2,0.700000,0.000007,0.000000,0.548552,0.853385,15.913798,109721.820312,15.863788,110.226562,0.000000
0178166,2,0.700000,0.000007,0.000000,0.551024,0.896836,15.975600,110147.929687,16.117219,110.226562,0.000000
0178666,2,0.700000,0.000007,0.000000,0.551024,0.896836,15.975600,110147.929687,16.117219,110.226562,0.000000
0179165,2,0.700000,0.000007,0.000000,0.552947,0.930631,16.023668,110479.343750,16.118684,110.234375,0.000000
0179665,2,0.700000,0.000007,0.000000,0.552947,0.930631,16.023668,110479.343750,16.118684,110.234375,0.000000
0180165,2,0.700000,0.000007,0.000000,0.553221,0.935459,16.030534,110526.687500,16.124546,110.226562,0.000000
0180665,2,0.700000,0.000007,0.000000,0.553221,0.935459,16.030534,110526.687500,16.124546,110.226562,0.000000
0181165,2,0.700000,0.000007,0.000000,0.555968,0.983738,16.099203,111000.140625,16.140659,110.218750,0.000000
0181664,2,0.700000,0.000007,0.000000,0.556517,0.993394,16.112937,111094.835937,16.172887,110.218750,0.000000
0182164,2,0.700000,0.000007,0.000000,0.558166,1.022361,16.154138,111378.906250,16.153844,110.218750,0.000000
0182664,2,0.700000,0.000007,0.000000,0.558166,1.022361,16.154138,111378.906250,16.153844,110.218750,0.000000
0183164,2,0.700000,0.000007,0.000000,0.558715,1.032017,16.167871,111473.601562,16.153844,110.226562,0.000000
0183664,2,0.700000,0.000007,0.000000,0.558715,1.032017,16.167871,111473.601562,16.153844,110.226562,0.000000
0184163,2,0.700000,0.000007,0.000000,0.558715,1.032017,16.167871,111473.601562,16.137729,110.218750,0.000000
0184663,2,0.700000,0.000007,0.000000,0.558715,1.032017,16.167871,111473.601562,16.137729,110.218750,0.000000
0185163,2,0.700000,0.000007,0.000000,0.559814,1.051328,16.195339,111662.976562,16.156774,110.203125,0.000000
0185663,2,0.700000,0.000007,0.000000,0.559814,1.051328,16.195339,111662.976562,16.156774,110.203125,0.000000
0186163,2,0.700000,0.000007,0.000000,0.559264,1.041673,16.181606,111568.289062,16.153844,110.218750,0.000000
0186662,2,0.700000,0.000007,0.000000,0.559264,1.041673,16.181606,111568.289062,16.153844,110.218750,0.000000
0187162,2,0.700000,0.000007,0.000000,0.559264,1.041673,16.181606,111568.289062,16.153844,110.210937,0.000000
0187662,2,0.700000,0.000007,0.000000,0.559264,1.041673,16.181606,111568.289062,16.153844,110.210937,0.000000
0188162,2,0.700000,0.000007,0.000000,0.557616,1.012705,16.140403,111284.218750,16.158239,110.203125,0.000000
0188661,2,0.700000,0.000007,0.000000,0.557616,1.012705,16.140403,111284.218750,16.158239,110.203125,0.000000
0189161,2,0.700000,0.000007,0.000000,0.557342,1.007877,16.133537,111236.875000,16.158239,110.203125,0.000000
0189661,2,0.700000,0.000007,0.000000,0.557342,1.007877,16.133537,111236.875000,16.158239,110.203125,0.000000
0190161,2,0.700000,0.000007,0.000000,0.556243,0.988566,16.106069,111047.492187,16.162633,110.203125,0.000000
0190661,2,0.700000,0.000007,0.000000,0.556243,0.988566,16.106069,111047.492187,16.162633,110.203125,0.000000
0191160,2,0.700000,0.000007,0.000000,0.554869,0.964426,16.071735,110810.765625,16.156774,110.210937,0.000000
0191660,2,0.700000,0.000007,0.000000,0.554045,0.949943,16.051136,110668.726562,16.190467,110.210937,0.000000
0192160,2,0.700000,0.000007,0.000000,0.554045,0.949943,16.051136,110668.726562,16.158239,110.203125,0.000000
0192660,2,0.700000,0.000007,0.000000,0.554045,0.949943,16.051136,110668.726562,16.158239,110.203125,0.000000
0193160,2,0.700000,0.000007,0.000000,0.551848,0.911320,15.996201,110289.960937,16.159704,110.203125,0.000000
0193659,2,0.700000,0.000007,0.000000,0.551848,0.911320,15.996201,110289.960937,16.159704,110.203125,0.000000
0194159,2,0.700000,0.000007,0.000000,0.550200,0.882352,15.954999,110005.890625,16.161169,110.210937,0.000000
0194659,2,0.700000,0.000007,0.000000,0.550200,0.882352,15.954999,110005.890625,16.161169,110.210937,0.000000
0195159,2,0.700000,0.000007,0.000000,0.548552,0.853385,15.913798,109721.820312,16.162633,110.203125,0.000000
0195658,2,0.700000,0.000007,0.000000,0.548552,0.853385,15.913798,109721.820312,16.162633,110.203125,0.000000
0196158,2,0.700000,0.000007,0.000000,0.546355,0.814762,15.858863,109343.054687,16.146518,110.203125,0.000000
0196658,2,0.700000,0.000007,0.000000,0.546355,0.814762,15.858863,109343.054687,16.146518,110.203125,0.000000
0197158,2,0.700000,0.000007,0.000000,0.544432,0.780966,15.810795,109011.632812,16.153844,110.203125,0.000000
0197658,2,0.700000,0.000007,0.000000,0.544432,0.780966,15.810795,109011.632812,16.153844,110.203125,0.000000
0198157,2,0.700000,0.000007,0.000000,0.543058,0.756827,15.776461,108774.906250,16.153844,110.203125,0.000000
0198657,2,0.700000,0.000007,0.000000,0.543058,0.756827,15.776461,108774.906250,16.153844,110.203125,0.000000
0199157,2,0.700000,0.000007,0.000000,0.542509,0.747171,15.762727,108680.218750,16.153844,110.203125,0.000000
0199657,2,0.700000,0.000007,0.000000,0.542509,0.747171,15.762727,108680.218750,16.153844,110.203125,0.000000
0200157,2,0.700000,0.000007,0.000834,0.537565,0.660269,15.639123,107828.000000,16.155309,110.218750,0.000000
0200656,2,0.700000,0.000007,0.000834,0.537565,0.660269,15.639123,107828.000000,16.155309,110.218750,0.000000
0201156,2,0.700000,0.000007,0.001443,0.535917,0.631302,15.597922,107543.929687,16.161169,110.210937,0.000000
0201656,2,0.700000,0.000763,0.005974,0.532346,0.568539,15.508653,106928.437500,15.866718,110.210937,0.000000
0202156,2,0.700000,0.000933,0.003065,0.531522,0.554056,15.488052,106786.398437,15.838884,110.210937,0.000000
0202655,2,0.700000,0.000933,0.003065,0.531522,0.554056,15.488052,106786.398437,15.838884,110.210937,0.000000
0203155,2,0.700000,0.001934,0.003268,0.530973,0.544400,15.474318,106691.710937,15.806655,110.203125,0.000000
0203655,2,0.700000,0.001934,0.003268,0.530973,0.544400,15.474318,106691.710937,15.806655,110.203125,0.000000
0204155,2,0.700000,0.002934,0.004484,0.527677,0.486465,15.391916,106123.562500,15.792006,110.203125,0.000000
0204655,2,0.700000,0.002934,0.004484,0.527677,0.486465,15.391916,106123.562500,15.792006,110.203125,0.000000
0205154,2,0.700000,0.003268,0.005599,0.524655,0.433358,15.316380,105602.765625,16.101106,110.203125,0.000000
0205654,2,0.700000,0.003268,0.005599,0.524655,0.433358,15.316380,105602.765625,16.101106,110.203125,0.000000
0206154,2,0.700000,0.004153,0.006309,0.522732,0.399563,15.268312,105271.343750,15.790541,110.195312,0.000000
0206654,2,0.700000,0.004153,0.006309,0.522732,0.399563,15.268312,105271.343750,15.790541,110.195312,0.000000
0207154,2,0.700000,0.005153,0.006715,0.521634,0.380251,15.240844,105081.960937,15.774427,110.203125,0.000000
0207653,2,0.700000,0.005153,0.006715,0.521634,0.380251,15.240844,105081.960937,15.774427,110.203125,0.000000
0208153,2,0.700000,0.006154,0.007729,0.518887,0.331972,15.172176,104608.507812,15.762707,110.203125,0.000000
0208653,2,0.700000,0.006154,0.007729,0.518887,0.331972,15.172176,104608.507812,15.762707,110.203125,0.000000
0209153,2,0.700000,0.006715,0.008540,0.516690,0.293349,15.117241,104229.742187,16.102571,110.203125,0.000000
0209653,2,0.700000,0.006715,0.008540,0.516690,0.293349,15.117241,104229.742187,16.102571,110.203125,0.000000
0210152,2,0.700000,0.007676,0.008742,0.516140,0.283693,15.103507,104135.054687,15.748058,110.203125,0.000000
0210652,2,0.700000,0.007676,0.008742,0.516140,0.283693,15.103507,104135.054687,15.748058,110.203125,0.000000
0211152,2,0.700000,0.008540,0.009249,0.514767,0.259554,15.069172,103898.328125,16.000026,110.203125,0.000000
0211652,2,0.700000,0.008742,0.008901,0.515042,0.264382,15.076040,103945.671875,16.087921,110.203125,0.000000
0212151,2,0.700000,0.008873,0.009249,0.514767,0.259554,15.069172,103898.328125,15.805191,110.195312,0.000000
0212651,2,0.700000,0.008873,0.009249,0.514767,0.259554,15.069172,103898.328125,15.805191,110.195312,0.000000
0213151,2,0.700000,0.009148,0.009351,0.514492,0.254726,15.062306,103850.984375,16.083526,110.195312,0.000000
0213651,2,0.700000,0.009148,0.009351,0.514492,0.254726,15.062306,103850.984375,16.083526,110.195312,0.000000
0214151,2,0.700000,0.009249,0.008641,0.516415,0.288521,15.110374,104182.398437,16.102571,110.203125,0.000000
0214650,2,0.700000,0.009249,0.008641,0.516415,0.288521,15.110374,104182.398437,16.102571,110.203125,0.000000
0215150,2,0.700000,0.009351,0.007729,0.518887,0.331972,15.172176,104608.507812,16.152379,110.195312,0.000000
0215650,2,0.700000,0.009351,0.007729,0.518887,0.331972,15.172176,104608.507812,16.152379,110.195312,0.000000
0216150,2,0.700000,0.008641,0.008033,0.518063,0.317489,15.151576,104466.468750,16.074737,110.195312,0.000000
0216650,2,0.700000,0.008641,0.008033,0.518063,0.317489,15.151576,104466.468750,16.074737,110.195312,0.000000
0217149,2,0.700000,0.007729,0.007222,0.520260,0.356112,15.206510,104845.234375,15.901876,110.195312,0.000000
0217649,2,0.700000,0.007729,0.007222,0.520260,0.356112,15.206510,104845.234375,15.901876,110.195312,0.000000
0218149,2,0.700000,0.008033,0.006715,0.521634,0.380251,15.240844,105081.960937,16.115755,110.203125,0.000000
0218649,2,0.700000,0.008033,0.006715,0.521634,0.380251,15.240844,105081.960937,16.115755,110.203125,0.000000
0219148,2,0.700000,0.007222,0.005397,0.525205,0.443014,15.330114,105697.453125,16.024929,110.195312,0.000000
0219648,2,0.700000,0.007222,0.005397,0.525205,0.443014,15.330114,105697.453125,16.024929,110.195312,0.000000
0220148,2,0.700000,0.006715,0.004484,0.527677,0.486465,15.391916,106123.562500,16.099641,110.195312,0.000000
0220648,2,0.700000,0.006715,0.004484,0.527677,0.486465,15.391916,106123.562500,16.099641,110.195312,0.000000
0221148,2,0.700000,0.005789,0.003572,0.530149,0.529916,15.453718,106549.671875,15.742198,110.203125,0.000000
0221647,2,0.700000,0.004960,0.000086,0.532895,0.578195,15.522386,107023.125000,15.752452,110.203125,0.000000
0222147,2,0.700000,0.004789,0.002152,0.533994,0.597507,15.549854,107212.507812,15.730479,110.195312,0.000000
0222647,2,0.700000,0.004789,0.002152,0.533994,0.597507,15.549854,107212.507812,15.730479,110.195312,0.000000
0223147,2,0.700000,0.003788,0.001139,0.536741,0.645785,15.618523,107685.960937,15.718759,110.187500,0.000000
0223647,2,0.700000,0.003788,0.001139,0.536741,0.645785,15.618523,107685.960937,15.718759,110.187500,0.000000
0224146,2,0.700000,0.002754,0.000000,0.540586,0.713376,15.714659,108348.796875,15.715829,110.187500,0.000000
0224646,2,0.700000,0.002754,0.000000,0.540586,0.713376,15.714659,108348.796875,15.715829,110.187500,0.000000
0225146,2,0.700000,0.001788,0.000000,0.543058,0.756827,15.776461,108774.906250,15.731944,110.187500,0.000000
0225646,2,0.700000,0.001788,0.000000,0.543058,0.756827,15.776461,108774.906250,15.731944,110.187500,0.000000
0226145,2,0.700000,0.000753,0.000000,0.545805,0.805106,15.845129,109248.359375,15.701180,110.179687,0.000000
0226645,2,0.700000,0.000753,0.000000,0.545805,0.805106,15.845129,109248.359375,15.701180,110.179687,0.000000
0227145,2,0.700000,0.000007,0.000000,0.548277,0.848557,15.906931,109674.468750,16.045438,110.179687,0.000000
0227645,2,0.700000,0.000007,0.000000,0.548277,0.848557,15.906931,109674.468750,16.045438,110.179687,0.000000
0228145,2,0.700000,0.000007,0.000000,0.548827,0.858213,15.920665,109769.164062,16.108430,110.195312,0.000000
0228644,2,0.700000,0.000007,0.000000,0.548827,0.858213,15.920665,109769.164062,16.108430,110.195312,0.000000
0229144,2,0.700000,0.000007,0.000000,0.550749,0.892008,15.968733,110100.578125,16.115755,110.195312,0.000000
0229644,2,0.700000,0.000007,0.000000,0.550749,0.892008,15.968733,110100.578125,16.115755,110.195312,0.000000
0230144,2,0.700000,0.000007,0.000000,0.553771,0.945115,16.044267,110621.382812,16.127475,110.187500,0.000000
0230644,2,0.700000,0.000007,0.000000,0.553771,0.945115,16.044267,110621.382812,16.127475,110.187500,0.000000
0231143,2,0.700000,0.000007,0.000000,0.554595,0.959599,16.064868,110763.414062,16.126010,110.195312,0.000000
0231643,2,0.700000,0.000007,0.000000,0.554595,0.959599,16.064868,110763.414062,16.147983,110.195312,0.000000
0232143,2,0.700000,0.000007,0.000000,0.555968,0.983738,16.099203,111000.140625,16.142124,110.203125,0.000000
0232643,2,0.700000,0.000007,0.000000,0.555968,0.983738,16.099203,111000.140625,16.142124,110.203125,0.000000
0233142,2,0.700000,0.000007,0.000000,0.555419,0.974082,16.085470,110905.453125,16.130405,110.187500,0.000000
0233642,2,0.700000,0.000007,0.000000,0.555419,0.974082,16.085470,110905.453125,16.130405,110.187500,0.000000
0234142,2,0.700000,0.000007,0.000000,0.556243,0.988566,16.106069,111047.492187,16.134799,110.179687,0.000000
0234642,2,0.700000,0.000007,0.000000,0.556243,0.988566,16.106069,111047.492187,16.134799,110.179687,0.000000
0235142,2,0.700000,0.000007,0.000000,0.555693,0.978910,16.092336,110952.796875,16.152379,110.179687,0.000000
0235641,2,0.700000,0.000007,0.000000,0.555693,0.978910,16.092336,110952.796875,16.152379,110.179687,0.000000
0236141,2,0.700000,0.000007,0.000000,0.555968,0.983738,16.099203,111000.140625,16.139194,110.187500,0.000000
0236641,2,0.700000,0.000007,0.000000,0.555968,0.983738,16.099203,111000.140625,16.139194,110.187500,0.000000
0237141,2,0.700000,0.000007,0.000000,0.554869,0.964426,16.071735,110810.765625,16.142124,110.187500,0.000000
0237641,2,0.700000,0.000007,0.000000,0.554869,0.964426,16.071735,110810.765625,16.142124,110.187500,0.000000
0238140,2,0.700000,0.000007,0.000000,0.554869,0.964426,16.071735,110810.765625,16.145053,110.187500,0.000000
0238640,2,0.700000,0.000007,0.000000,0.554869,0.964426,16.071735,110810.765625,16.145053,110.187500,0.000000
0239140,2,0.700000,0.000007,0.000000,0.554320,0.954771,16.058002,110716.070312,16.156774,110.187500,0.000000
0239640,2,0.700000,0.000007,0.000000,0.554320,0.954771,16.058002,110716.070312,16.156774,110.187500,0.000000
